,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0,-0.2755,Fri Dec 15 01:36:47 +0000 2017,0.768,0.232,0.0,You wouldn't like me when I'm GWUMPY https://t.co/BHtPRql80w,1,@BreitbartNews
1,0.0,Fri Dec 15 01:05:17 +0000 2017,1.0,0.0,0.0,Oh boy. https://t.co/rBFfKj849T,2,@BreitbartNews
2,0.0,Fri Dec 15 00:34:00 +0000 2017,1.0,0.0,0.0,"M A L E F E M I N I S T S
A
L
E
F
E
M
I
N
I
S
T
S

E V E R Y T I M E
V
E
R
Y
T
I
M
E https://t.co/uK7ehaFDQ1",3,@BreitbartNews
3,0.0,Fri Dec 15 00:00:47 +0000 2017,1.0,0.0,0.0,"When the left says ""Punch a Nazi,"" Dennis is somehow squarely in that category for them. https://t.co/sIJSdFQKEc",4,@BreitbartNews
4,0.0,Thu Dec 14 23:27:13 +0000 2017,1.0,0.0,0.0,Oh baby. https://t.co/Xexm6Y6QWs,5,@BreitbartNews
5,0.431,Thu Dec 14 22:54:40 +0000 2017,0.637,0.0,0.363,Can't feel bad about this... https://t.co/dgIqOnV4mc,6,@BreitbartNews
6,-0.4215,Thu Dec 14 22:47:31 +0000 2017,0.851,0.149,0.0,"NEW PODCAST: Australian geologist Ian Plimer explains to @JamesDelingpole why solar power is a waste of space
https://t.co/Vaq0I9HI7P",7,@BreitbartNews
7,0.0,Thu Dec 14 22:21:22 +0000 2017,1.0,0.0,0.0,"Disney’s move is not only a long overdue admission of the reality that cable TVs days are numbered, but by launchin… https://t.co/T7cCuVVe0q",8,@BreitbartNews
8,0.0,Thu Dec 14 21:47:17 +0000 2017,1.0,0.0,0.0,Ummmmm https://t.co/BjckmoKbKX,9,@BreitbartNews
9,0.0,Thu Dec 14 21:13:29 +0000 2017,1.0,0.0,0.0,Lel https://t.co/CnFXFONEVP,10,@BreitbartNews
10,0.0,Thu Dec 14 20:36:37 +0000 2017,1.0,0.0,0.0,Dun dun. https://t.co/LVdoF1rL9M,11,@BreitbartNews
11,-0.3595,Thu Dec 14 20:06:05 +0000 2017,0.707,0.293,0.0,No more woke tweets for you! https://t.co/ADMgVdHA0O,12,@BreitbartNews
12,0.0,Thu Dec 14 19:35:24 +0000 2017,1.0,0.0,0.0,Why wait? https://t.co/BVGEQTY23u,13,@BreitbartNews
13,0.0,Thu Dec 14 19:04:30 +0000 2017,1.0,0.0,0.0,Bye! https://t.co/qUDoGdKVQ5,14,@BreitbartNews
14,-0.3612,Thu Dec 14 18:33:26 +0000 2017,0.444,0.556,0.0,Witch hunt? https://t.co/Lk3yxomUOS,15,@BreitbartNews
15,0.0,Thu Dec 14 18:01:04 +0000 2017,1.0,0.0,0.0,SCOOOOOOOOOP https://t.co/LAz1QaHXJt,16,@BreitbartNews
16,0.6369,Thu Dec 14 16:40:32 +0000 2017,0.192,0.0,0.808,Glorious. https://t.co/0Z7KZmOnBM,17,@BreitbartNews
17,0.0,Thu Dec 14 16:10:40 +0000 2017,1.0,0.0,0.0,GalaxyBrain.jpg https://t.co/seHS9PLoJE,18,@BreitbartNews
18,0.0,Thu Dec 14 15:41:15 +0000 2017,1.0,0.0,0.0,Haxxed!? https://t.co/e6QOaX0H96,19,@BreitbartNews
19,0.0,Thu Dec 14 15:08:43 +0000 2017,1.0,0.0,0.0,Welp. https://t.co/4NddLmTWjj,20,@BreitbartNews
20,0.0,Thu Dec 14 14:38:47 +0000 2017,1.0,0.0,0.0,me irl https://t.co/IILBxF3Cdy,21,@BreitbartNews
21,0.0,Thu Dec 14 14:04:55 +0000 2017,1.0,0.0,0.0,Wire: MURDOCH FAMILY TAKES A BOW https://t.co/WskSe2Ct3n,22,@BreitbartNews
22,0.4003,Thu Dec 14 13:32:24 +0000 2017,0.52,0.0,0.48,"Well, that clears it up! https://t.co/pihQ9lGUVH",23,@BreitbartNews
23,0.0,Thu Dec 14 13:00:49 +0000 2017,1.0,0.0,0.0,"M A L E F E M I N I S T S
A
L
E
F
E
M
I
N
I
S
T
S

E V E R Y T I M E
V
E
R
Y
T
I
M
E https://t.co/y11XSOiZK9",24,@BreitbartNews
24,0.3612,Thu Dec 14 12:31:02 +0000 2017,0.615,0.0,0.385,Time to get praying. https://t.co/xZk6gHOXzD,25,@BreitbartNews
25,-0.4215,Thu Dec 14 12:01:19 +0000 2017,0.763,0.237,0.0,"Sadly, the answer will likely be more than zero. https://t.co/llOnnwjnyA",26,@BreitbartNews
26,0.4215,Thu Dec 14 04:50:47 +0000 2017,0.417,0.0,0.583,v. helpful https://t.co/PlnuPA2vbX,27,@BreitbartNews
27,0.0,Thu Dec 14 04:17:17 +0000 2017,1.0,0.0,0.0,That oughta fix everything. https://t.co/5IBfngM2eB,28,@BreitbartNews
28,0.0,Thu Dec 14 03:47:20 +0000 2017,1.0,0.0,0.0,Chain gang. https://t.co/2oejHp0Pl8,29,@BreitbartNews
29,0.0,Thu Dec 14 03:15:42 +0000 2017,1.0,0.0,0.0,Big f*dging deal. https://t.co/gMYd2EbfVA,30,@BreitbartNews
30,-0.765,Thu Dec 14 02:42:07 +0000 2017,0.732,0.268,0.0,"""McConnell spent millions upon millions of dollars in nasty ads to defeat Mo Brooks in the primary, because Brooks… https://t.co/JH6hzHWI59",31,@BreitbartNews
31,0.0,Thu Dec 14 02:06:44 +0000 2017,1.0,0.0,0.0,"When the left says ""Punch a Nazi,"" Dennis is somehow in that category for them. https://t.co/yHsQygsOwK",32,@BreitbartNews
32,0.0,Thu Dec 14 01:32:14 +0000 2017,1.0,0.0,0.0,Just a simple culture clash. https://t.co/RtVlDbuXRI,33,@BreitbartNews
33,0.0,Thu Dec 14 00:59:35 +0000 2017,1.0,0.0,0.0,Hottest take yet? https://t.co/fwbAF430DX,34,@BreitbartNews
34,-0.25,Thu Dec 14 00:24:07 +0000 2017,0.818,0.182,0.0,"""We’ve been stuck in a time warp for a long time."" https://t.co/T9yJdyX7Kc",35,@BreitbartNews
35,0.0,Wed Dec 13 23:49:16 +0000 2017,1.0,0.0,0.0,Uhhhhhhhh https://t.co/wAiZTPBGRQ,36,@BreitbartNews
36,0.3182,Wed Dec 13 23:42:13 +0000 2017,0.905,0.0,0.095,"Remember to sign up for our new #2A newsletter ""Down Range.""

A new one drops tomorrow -- make sure it goes to your… https://t.co/cxIwv13jjX",37,@BreitbartNews
37,0.4404,Wed Dec 13 23:15:39 +0000 2017,0.508,0.0,0.492,This is good. https://t.co/lJztVCAhFA,38,@BreitbartNews
38,0.6739,Wed Dec 13 23:13:41 +0000 2017,0.768,0.0,0.232,RT @carney: WIN: Fed Won't Stand in the Way of a Trump Boom - Breitbart https://t.co/xbsL2d8ExP via @BreitbartNews,39,@BreitbartNews
39,-0.6369,Wed Dec 13 22:42:02 +0000 2017,0.826,0.174,0.0,"“I don’t think he hated anything more than the word ‘no,'” she wrote, adding that at one point, Weinstein allegedly… https://t.co/RDBNx3M6tL",40,@BreitbartNews
40,0.0,Wed Dec 13 21:37:05 +0000 2017,1.0,0.0,0.0,Awwww. https://t.co/TJorSRo0TX,41,@BreitbartNews
41,0.0,Wed Dec 13 21:04:51 +0000 2017,1.0,0.0,0.0,*Tevye voice* Extra-dishuuuuuun! https://t.co/ZWdXSnGQF7,42,@BreitbartNews
42,0.0,Wed Dec 13 20:29:25 +0000 2017,1.0,0.0,0.0,Big f*dging deal. https://t.co/oEw52VZQyJ,43,@BreitbartNews
43,0.0,Wed Dec 13 19:57:06 +0000 2017,1.0,0.0,0.0,RUH ROH https://t.co/iL3OMkRnNU,44,@BreitbartNews
44,-0.765,Wed Dec 13 19:25:12 +0000 2017,0.732,0.268,0.0,"""McConnell spent millions upon millions of dollars in nasty ads to defeat Mo Brooks in the primary, because Brooks… https://t.co/jd8U5vLDbC",45,@BreitbartNews
45,0.1779,Wed Dec 13 18:53:02 +0000 2017,0.661,0.136,0.202,There are many Bad Takes today. For five Good Takes please *click* on @jeff_poor's analysis of the Alabama special… https://t.co/wQrpPWRxRh,46,@BreitbartNews
46,0.0,Wed Dec 13 18:48:24 +0000 2017,1.0,0.0,0.0,"This... is not a denial that Anderson Cooper was the ""someone"" https://t.co/m8D5INWZuq",47,@BreitbartNews
47,0.3612,Wed Dec 13 18:19:35 +0000 2017,0.615,0.0,0.385,Time to get praying. https://t.co/uFZoNvLRa7,48,@BreitbartNews
48,0.0,Wed Dec 13 17:48:00 +0000 2017,1.0,0.0,0.0,Just a simple culture clash. https://t.co/jyWlOpqISQ,49,@BreitbartNews
49,0.0,Wed Dec 13 17:17:37 +0000 2017,1.0,0.0,0.0,Still drinking his calories... https://t.co/Aesf2d1BIc,50,@BreitbartNews
50,0.4798,Wed Dec 13 17:10:48 +0000 2017,0.682,0.103,0.215,RT @RepMoBrooks: Martha and I are extremely grateful for the outpouring of support for our family during this difficult time and are optimi…,51,@BreitbartNews
51,0.0,Wed Dec 13 16:46:38 +0000 2017,1.0,0.0,0.0,GalaxyBrain.jpg https://t.co/03MRNXPPwE,52,@BreitbartNews
52,0.0,Wed Dec 13 16:16:14 +0000 2017,1.0,0.0,0.0,Any thoughts on what this might mean? https://t.co/YX1NUhSD1e,53,@BreitbartNews
53,0.0,Wed Dec 13 15:43:57 +0000 2017,1.0,0.0,0.0,trigg'd https://t.co/BNiAu6iCOU,54,@BreitbartNews
54,0.0,Wed Dec 13 15:13:05 +0000 2017,1.0,0.0,0.0,Haxxed!? https://t.co/4TaMElyfWU,55,@BreitbartNews
55,0.0,Wed Dec 13 14:43:45 +0000 2017,1.0,0.0,0.0,Really? https://t.co/sWbRV5ncvf,56,@BreitbartNews
56,0.0,Wed Dec 13 14:35:52 +0000 2017,1.0,0.0,0.0,RT @stevekovach: I don't look at Breitbart very often. What do the star emojis mean? https://t.co/pqlbEx0gsG,57,@BreitbartNews
57,-0.25,Wed Dec 13 14:11:50 +0000 2017,0.818,0.182,0.0,"""We’ve been stuck in a time warp for a long time."" https://t.co/D5shtH3Ftk",58,@BreitbartNews
58,-0.2023,Wed Dec 13 13:40:29 +0000 2017,0.545,0.272,0.183,When you're happy that you've cut off your nose to spite your face https://t.co/W5saSZbXk8,59,@BreitbartNews
59,0.0,Wed Dec 13 13:08:10 +0000 2017,1.0,0.0,0.0,Hottest take yet? https://t.co/71NmGvEbf9,60,@BreitbartNews
60,0.2942,Wed Dec 13 12:52:34 +0000 2017,0.804,0.0,0.196,"Objective
Non-partisan
Straight down the middle
That's our CNN! https://t.co/Xz5l069K2h",61,@BreitbartNews
61,-0.3182,Wed Dec 13 06:04:02 +0000 2017,0.777,0.223,0.0,RT @jeff_poor: ALGOP statement on election loss #alpolitics https://t.co/j9LlY2lgSD,62,@BreitbartNews
62,0.0,Wed Dec 13 04:42:02 +0000 2017,1.0,0.0,0.0,Welp. https://t.co/WkEBN5bOIM,63,@BreitbartNews
63,0.0,Wed Dec 13 04:41:13 +0000 2017,1.0,0.0,0.0,RT @BreitbartNews: Me when i check my Verified Mentions https://t.co/6XMCkMqYaC,64,@BreitbartNews
64,-0.296,Wed Dec 13 04:27:19 +0000 2017,0.761,0.239,0.0,&gt;TFW no gif with blinking headline text https://t.co/8YDQJCAVLn,65,@BreitbartNews
65,0.5574,Wed Dec 13 04:17:22 +0000 2017,0.765,0.0,0.235,"RT @AmandaLeeHouse: I have to say, ""Teach Me How to Dougie"" playing at Doug Jones event = a nice touch",66,@BreitbartNews
66,0.3382,Wed Dec 13 04:16:43 +0000 2017,0.541,0.183,0.277,"Win or lose, it's always lit on BB platforms! https://t.co/sckkK0B6T1",67,@BreitbartNews
67,0.0,Wed Dec 13 04:12:57 +0000 2017,1.0,0.0,0.0,Chain gang. https://t.co/eg9lsP0IVK,68,@BreitbartNews
68,0.0,Wed Dec 13 03:39:41 +0000 2017,1.0,0.0,0.0,STILL IN STOCK: https://t.co/Vor7qKlMRd,69,@BreitbartNews
69,0.5307,Wed Dec 13 03:37:58 +0000 2017,0.832,0.0,0.168,RT @charliespiering: HA! Cory Gardner statement says he “hopes” that Doug Jones will vote with establishment GOP https://t.co/9jvlSYmwv4,70,@BreitbartNews
70,0.0,Wed Dec 13 03:37:46 +0000 2017,1.0,0.0,0.0,Dude. https://t.co/8Eqz2nIa0g,71,@BreitbartNews
71,0.0,Wed Dec 13 03:14:12 +0000 2017,1.0,0.0,0.0,How is this possible??? https://t.co/b0QiUi7Db0,72,@BreitbartNews
72,-0.8588,Wed Dec 13 02:43:30 +0000 2017,0.612,0.388,0.0,When you mess up so bad that the Democratic operatives at WashPost have to do damage control. https://t.co/FkOaQLv9jc,73,@BreitbartNews
73,0.0,Wed Dec 13 02:31:44 +0000 2017,1.0,0.0,0.0,Live chat is lit https://t.co/qf5odUeb8V,74,@BreitbartNews
74,0.4019,Wed Dec 13 02:13:08 +0000 2017,0.803,0.0,0.197,RT @jeff_poor: Where were you the night of Special Election 2017? https://t.co/IWpQi6jZa6,75,@BreitbartNews
75,0.0,Wed Dec 13 02:12:13 +0000 2017,1.0,0.0,0.0,"""If they do there will be trouble.” https://t.co/MZGdY80yMD",76,@BreitbartNews
76,0.3182,Wed Dec 13 01:56:24 +0000 2017,0.753,0.0,0.247,RT @AmandaLeeHouse: Fresh off the @BreitbartNews Insta: https://t.co/GSvID2wkhU,77,@BreitbartNews
77,0.4728,Wed Dec 13 01:38:58 +0000 2017,0.765,0.0,0.235,"Last time I checked, tho, votes count more than virtue signaling. https://t.co/yST1mupNxa",78,@BreitbartNews
78,0.4019,Wed Dec 13 01:25:37 +0000 2017,0.899,0.0,0.101,RT @PhilipinDC: The only person at the Moore election night party moving seamlessly from the press pen to the space beyond the fence is Bre…,79,@BreitbartNews
79,0.0,Wed Dec 13 01:07:02 +0000 2017,1.0,0.0,0.0,RT @AmandaLeeHouse: .@BreitbartNews is in position. We’ll be live from @MooreSenate’s election night HQ’s in about 1 hour! Tune in on Breit…,80,@BreitbartNews
80,0.4404,Wed Dec 13 01:06:45 +0000 2017,0.508,0.0,0.492,This is good. https://t.co/RCpKHv7qnL,81,@BreitbartNews
81,0.0,Wed Dec 13 00:34:45 +0000 2017,1.0,0.0,0.0,Obvi https://t.co/pzEuYaoPjf,82,@BreitbartNews
82,0.0,Wed Dec 13 00:04:57 +0000 2017,1.0,0.0,0.0,Repeat first down. https://t.co/DVf5r9cSbg,83,@BreitbartNews
83,0.4404,Tue Dec 12 23:34:12 +0000 2017,0.58,0.0,0.42,This would be good. https://t.co/2ByLdzDhib,84,@BreitbartNews
84,-0.2023,Tue Dec 12 23:03:36 +0000 2017,0.69,0.31,0.0,My Strange Addiction (2010– ) https://t.co/tyI1RU70Uy,85,@BreitbartNews
85,0.0,Tue Dec 12 22:49:50 +0000 2017,1.0,0.0,0.0,NEW PODCAST: What Is 'Fix-NICS' Legislation? https://t.co/JjRYW5fbTI,86,@BreitbartNews
86,0.0,Tue Dec 12 22:29:00 +0000 2017,1.0,0.0,0.0,Activate the $BAT signal. https://t.co/Uh1mnoKEhH,87,@BreitbartNews
87,0.3182,Tue Dec 12 21:59:23 +0000 2017,0.635,0.0,0.365,"Oh for sure, man https://t.co/I16ecjLjn4",88,@BreitbartNews
88,0.0,Tue Dec 12 21:29:52 +0000 2017,1.0,0.0,0.0,Let's talk about collusion. https://t.co/s7Mv9e1gDW,89,@BreitbartNews
89,0.0,Tue Dec 12 21:03:41 +0000 2017,1.0,0.0,0.0,"RT @JFNYC1: This is an apple
This is an apple
This is an apple
This is an apple
This is an apple
This is an apple
This is an apple
This is…",90,@BreitbartNews
90,0.0,Tue Dec 12 20:55:11 +0000 2017,1.0,0.0,0.0,Knock me over with a feather. https://t.co/ll13lKaROB,91,@BreitbartNews
91,-0.1779,Tue Dec 12 20:24:53 +0000 2017,0.849,0.089,0.062,"""If sea ice loss due to man-made global warming had been the culprit, this bear would not have been the only one st… https://t.co/5Ir37G8Cwf",92,@BreitbartNews
92,-0.128,Tue Dec 12 19:53:46 +0000 2017,0.919,0.081,0.0,"“He just stuck it in… I don’t know how he got [his hand] in there, but he did.”  https://t.co/pszyUIUSuB",93,@BreitbartNews
93,0.0,Tue Dec 12 19:25:16 +0000 2017,1.0,0.0,0.0,RUH ROH https://t.co/Bw1H8n4lma,94,@BreitbartNews
94,-0.5106,Tue Dec 12 18:49:01 +0000 2017,0.68,0.32,0.0,The hottest and dumbest of Alabama takes. https://t.co/CXbM13olKs,95,@BreitbartNews
95,0.0,Tue Dec 12 18:14:24 +0000 2017,1.0,0.0,0.0,Still drinking his calories... https://t.co/qrQ047p8p8,96,@BreitbartNews
96,0.0,Tue Dec 12 18:10:37 +0000 2017,1.0,0.0,0.0,"? Christmas swag
Christmas swag
Honey badger flask
Get one now
They're going fast
And fill it with cognac ?
 https://t.co/Vor7qKlMRd",97,@BreitbartNews
97,0.6369,Tue Dec 12 17:54:49 +0000 2017,0.682,0.0,0.318,RT @charliespiering: Only the best for the US Military https://t.co/Awwb9giDY3,98,@BreitbartNews
98,0.3818,Tue Dec 12 17:43:43 +0000 2017,0.809,0.0,0.191,When you're so swampy you just accept far-left memes as facts. https://t.co/NbJYgGNzMu,99,@BreitbartNews
99,0.0,Tue Dec 12 16:58:42 +0000 2017,1.0,0.0,0.0,Netflix and Pill. https://t.co/cNoLzCCD8l,100,@BreitbartNews
100,0.0,Fri Dec 15 01:31:16 +0000 2017,1.0,0.0,0.0,Visit https://t.co/csf5QUbhed to see more from the standard bearer of global journalism. https://t.co/RiuJtjr4HN,1,@TheOnion
101,-0.34,Fri Dec 15 01:03:05 +0000 2017,0.67,0.201,0.129,"World Health Organization Adds Gunfire, Explosions To List Of Natural Causes Of Death https://t.co/LMPIqTjf0x https://t.co/EowfAQYcMh",2,@TheOnion
102,0.0,Fri Dec 15 00:16:08 +0000 2017,1.0,0.0,0.0,"Fast Food Drive-Thru Just Cow Carcass, Bucket For Money https://t.co/svtTYZaed2 https://t.co/eG4d1HoTvx",3,@TheOnion
103,0.802,Thu Dec 14 23:52:01 +0000 2017,0.725,0.0,0.275,"'The Last Jedi': A film that depicts the blessed Christ Child's life in the kingdom of heaven, high above our own. https://t.co/QSyNtUUuyz",4,@TheOnion
104,0.0,Thu Dec 14 23:29:02 +0000 2017,1.0,0.0,0.0,RT @ClickHole: Will The Edits You Made To Your Documentary About Plums Be Enough To Get Its Rating Below NC-17? https://t.co/m5oXcybjOQ htt…,5,@TheOnion
105,-0.0516,Thu Dec 14 22:52:02 +0000 2017,0.854,0.146,0.0,Omarosa To Leave White House https://t.co/6RVel4GAjC #WhatDoYouThink? https://t.co/JlArooGXsB,6,@TheOnion
106,0.2732,Thu Dec 14 22:15:11 +0000 2017,0.792,0.0,0.208,God Gets Celtic Cross Tattooed On Back https://t.co/MWexqkQkR6 https://t.co/UWyVMEJZEo,7,@TheOnion
107,0.695,Thu Dec 14 21:44:08 +0000 2017,0.64,0.0,0.36,FCC Assures Nation Their Favorite Verizon Websites Won't Be Affected By Net Neutrality Repeal… https://t.co/zu4G1vz2eN,8,@TheOnion
108,0.0,Thu Dec 14 21:19:20 +0000 2017,1.0,0.0,0.0,"Eric Trump Hooks Donald Jr. Up To Xbox, iPad, Roomba To Practice Passing Polygraph Test https://t.co/ch0XHW7r3r https://t.co/FLXHkIkWaq",9,@TheOnion
109,-0.5574,Thu Dec 14 20:48:07 +0000 2017,0.865,0.135,0.0,RT @ClickHole: Twitter Meltdown: Rian Johnson Is Pleading With Fans Not To Watch ‘Star Wars: The Last Jedi’ Because It Contains A Shot Of H…,10,@TheOnion
110,-0.4767,Thu Dec 14 20:17:05 +0000 2017,0.693,0.307,0.0,‘You’re Right’ Viewers Tells Ted He’s Wrong https://t.co/wOxndWm4Z1,11,@TheOnion
111,0.0,Thu Dec 14 19:46:04 +0000 2017,1.0,0.0,0.0,Taco Bell Unveils New Taco With Shell Made From Doritos Bags https://t.co/DNlQpHkZmR https://t.co/7phnGzo1eT,12,@TheOnion
112,0.0,Thu Dec 14 19:15:20 +0000 2017,1.0,0.0,0.0,Bob Iger Offers Rupert Murdoch One Night With Mickey Mouse In Exchange For 21st Century Fox https://t.co/ESXfdL97w3 https://t.co/0g4bv9ixz1,13,@TheOnion
113,-0.4019,Thu Dec 14 18:44:06 +0000 2017,0.847,0.153,0.0,FCC Chair Unveils Premium Comment Line To Fast-Track Net Neutrality Complaints For $49.99 Per Month… https://t.co/57XlmH7lDD,14,@TheOnion
114,0.4019,Thu Dec 14 18:19:08 +0000 2017,0.87,0.0,0.13,Estée Lauder Expedition Stumbles Upon Frozen Remains Of Previous Party Sent To Retrieve Rare Moisturizing Herb In T… https://t.co/dW6JZNS4L4,15,@TheOnion
115,0.1779,Thu Dec 14 17:48:10 +0000 2017,0.841,0.0,0.159,Jeff Bezos Named Amazon Employee Of The Month https://t.co/jwNTWG3hkO https://t.co/RZMb59Z5UK,16,@TheOnion
116,-0.5574,Thu Dec 14 17:17:05 +0000 2017,0.69,0.31,0.0,The Onion Reviews ‘Star Wars: The Last Jedi’ https://t.co/AcY0x3jHgl,17,@TheOnion
117,-0.3818,Thu Dec 14 16:46:05 +0000 2017,0.822,0.178,0.0,New ‘Star Wars’ Film Once Again Disappoints Die-Hard Nien Nunb Fans https://t.co/lhs7iIpWDi https://t.co/pv6cmQhoue,18,@TheOnion
118,0.0,Thu Dec 14 16:15:07 +0000 2017,1.0,0.0,0.0,Former Facebook Exec Says Website Tearing Apart Fabric Of Society https://t.co/BWowa8fzDq #WhatDoYouThink? https://t.co/8dy3wOfsvO,19,@TheOnion
119,0.0,Thu Dec 14 15:59:02 +0000 2017,1.0,0.0,0.0,Today's Weather Report https://t.co/pfUWSu0jbK,20,@TheOnion
120,0.5859,Thu Dec 14 15:43:08 +0000 2017,0.745,0.0,0.255,Report: GOP Tax Bill Supported By Majority Of Americans Currently Suffocating Wealthy Benefactor With Pillow… https://t.co/vkBqBnx28U,21,@TheOnion
121,0.7269,Thu Dec 14 15:12:09 +0000 2017,0.681,0.0,0.319,Corporation Wants Media Company Making Branded Entertainment To Just Have Fun With It https://t.co/mausJslgH3 https://t.co/OQbqRQAAmL,22,@TheOnion
122,-0.4865,Thu Dec 14 14:23:03 +0000 2017,0.74,0.26,0.0,3-Foot-Tall Christmas Tree Really Completes Incredibly Depressing Apartment https://t.co/RXTeHJerTB https://t.co/v3wzY3l640,23,@TheOnion
123,0.0,Thu Dec 14 13:34:03 +0000 2017,1.0,0.0,0.0,Blog Post Read By Mother To Shape Child’s Next 18 Years https://t.co/Jyc8sYbRSe https://t.co/f4SCP8iAFV,24,@TheOnion
124,0.0,Thu Dec 14 12:45:10 +0000 2017,1.0,0.0,0.0,Seashells Transform Suburban Bathroom Into Tropical Hideaway https://t.co/89QTXWjFbT https://t.co/fD9nih6apc,25,@TheOnion
125,0.7184,Thu Dec 14 04:00:23 +0000 2017,0.571,0.0,0.429,Man Always Taking Good Mood Out On Friends https://t.co/f7C1GMuzic https://t.co/ubwvt56j3T,26,@TheOnion
126,0.0,Thu Dec 14 02:30:04 +0000 2017,1.0,0.0,0.0,National News Highlights https://t.co/tEaMHWD4NF,27,@TheOnion
127,-0.2732,Thu Dec 14 02:00:31 +0000 2017,0.826,0.174,0.0,Woman Nervous Mom Starting To Use Her As Confidant https://t.co/STYvVthcj4 https://t.co/mM2eQGsM5b,28,@TheOnion
128,0.6486,Thu Dec 14 01:30:00 +0000 2017,0.782,0.0,0.218,RT @TheOnion: 'Repealing Net Neutrality Will Help Spur Innovation' Announces Face Of Ajit Pai Blaring From Every Computer Screen In Nation…,29,@TheOnion
129,0.0,Thu Dec 14 01:00:05 +0000 2017,1.0,0.0,0.0,How Russia Infiltrates Your Social Media Feed https://t.co/CJjcWxgNiF,30,@TheOnion
130,-0.2716,Thu Dec 14 00:30:23 +0000 2017,0.851,0.149,0.0,"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/jOuIuAUz7o",31,@TheOnion
131,0.25,Thu Dec 14 00:02:40 +0000 2017,0.841,0.058,0.102,"RT @ClickHole: My Solemn Promise To You Is That Whether Or Not Net Neutrality Is Repealed, The Website https://t.co/H0bQKha0NY Will Remain…",32,@TheOnion
132,0.2263,Thu Dec 14 00:00:36 +0000 2017,0.863,0.0,0.137,Financial Advisor Recommends Keeping One Bullet In Chamber Just In Case https://t.co/buGCdPXT6a https://t.co/oQyuscuCiF,33,@TheOnion
133,0.2177,Wed Dec 13 23:30:00 +0000 2017,0.752,0.087,0.161,Food Editor Gillian Hess says that since so many people want to be seen buying jackfruit to avoid looking like they… https://t.co/yYdUhF7dKt,34,@TheOnion
134,0.4404,Wed Dec 13 23:00:37 +0000 2017,0.775,0.0,0.225,Mom Produces Decorative Gift Bag Out Of Thin Air https://t.co/szBnKSafCC https://t.co/BSS9PJTQed,35,@TheOnion
135,-0.4939,Wed Dec 13 22:31:13 +0000 2017,0.686,0.314,0.0,Timeline Of Biggest Scandals In Congressional History https://t.co/irdXIFeH9S,36,@TheOnion
136,0.4137,Wed Dec 13 22:08:52 +0000 2017,0.471,0.226,0.303,"RT @PatriotHole: I Hope You DISGUSTING DEMS Are Happy, Because Now A KNOWN SEX PERVERT Has A BUNCH MORE Free Time On His Hands https://t.co…",37,@TheOnion
137,0.0,Wed Dec 13 21:19:05 +0000 2017,1.0,0.0,0.0,Children Starting To See Through Dad’s Claim That DoubleTree Hotel Part Of Disney Resort  https://t.co/LGkaO5p6Er https://t.co/gpXfAT01zK,38,@TheOnion
138,0.0,Wed Dec 13 20:42:05 +0000 2017,1.0,0.0,0.0,Apple Acquires Shazam https://t.co/8mhpyn2LR5 #WhatDoYouThink? https://t.co/5eNKn8rzru,39,@TheOnion
139,0.6486,Wed Dec 13 20:11:56 +0000 2017,0.751,0.0,0.249,'Repealing Net Neutrality Will Help Spur Innovation' Announces Face Of Ajit Pai Blaring From Every Computer Screen… https://t.co/LRAPkeyM7J,40,@TheOnion
140,0.0,Wed Dec 13 19:40:07 +0000 2017,1.0,0.0,0.0,DNC Takes Out Full-Page Ad Thanking Alabama’s Working-Class White Voters https://t.co/NBhu8sVhB3 https://t.co/LqSYKXtGIT,41,@TheOnion
141,0.0,Wed Dec 13 19:06:52 +0000 2017,1.0,0.0,0.0,Did You Know? https://t.co/wp8G4WIHNj,42,@TheOnion
142,0.0,Wed Dec 13 18:32:04 +0000 2017,1.0,0.0,0.0,KitchenAid Unveils New All-Terrain Rolling Pin https://t.co/N8shRNgtuC https://t.co/QiUIQJXo1S,43,@TheOnion
143,0.5945,Wed Dec 13 18:01:06 +0000 2017,0.787,0.0,0.213,"After whittling down hundreds of esteemed finalists, we present only those who most embody the spirit of the times.… https://t.co/Q6zcaaE3iB",44,@TheOnion
144,0.0,Wed Dec 13 17:24:06 +0000 2017,1.0,0.0,0.0,"Editorial Cartoon: ""A Heinous Tact"" https://t.co/2EZcNXb1N1 https://t.co/15flZONbAp",45,@TheOnion
145,0.6249,Wed Dec 13 16:51:51 +0000 2017,0.494,0.175,0.331,Today's Good Taste: A Fun Recipe With Jackfruit You Should Learn To Avoid Looking Like A Knuckle-Dragging Dirt Pers… https://t.co/zmnHJZcZj1,46,@TheOnion
146,0.0,Wed Dec 13 16:10:04 +0000 2017,1.0,0.0,0.0,Bitcoin Surge In First Day Of Wall Street Trading https://t.co/PWY5q7apVV #WhatDoYouThink? https://t.co/hSZKSbKadV,47,@TheOnion
147,-0.4588,Wed Dec 13 15:40:37 +0000 2017,0.88,0.12,0.0,RT @SenAnitaHawkins: Roy Moore's Defeat Shows That The American People Will Occasionally Do The Right Thing By A Tiny Margin In The Face Of…,48,@TheOnion
