,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
597,-0.8885,Thu Dec 14 09:45:05 +0000 2017,0.488,0.512,0.0,"Representative Dan Johnson, accused of molesting a 17-year-old girl, killed himself on Wednesday https://t.co/ktktYNmvk2",98,@nytimes
598,0.0,Thu Dec 14 09:30:05 +0000 2017,1.0,0.0,0.0,"RT @nytimesworld: U.S. money flows to Honduras ""but it hasn't produced the results that Honduras needs,"" says Senator Patrick J. Leahy http…",99,@nytimes
599,0.0,Thu Dec 14 09:15:06 +0000 2017,1.0,0.0,0.0,"""Finally, the world recognizes the capability of the pizza maker"" https://t.co/JapyGMWybl",100,@nytimes
600,0.5859,Fri Dec 15 01:57:45 +0000 2017,0.78,0.0,0.22,"""I do think stronger regulations put in place can make a difference."" Alicia, a conservative, shares the story of w… https://t.co/TBUUbIcsUl",1,@CBSNews
601,0.3612,Fri Dec 15 01:51:40 +0000 2017,0.894,0.0,0.106,"Reporter: What [gun] regulations are in place now you would like to see go away? 

Cathy: Trying to repeal them rea… https://t.co/sA55L8tuSK",2,@CBSNews
602,0.0,Fri Dec 15 01:47:30 +0000 2017,1.0,0.0,0.0,"""This is a social movement, it's going to take a long time before we change the laws we need to. But we are getting… https://t.co/GKm6hCnDbF",3,@CBSNews
603,0.0,Fri Dec 15 01:42:49 +0000 2017,1.0,0.0,0.0,"Reporter: Did [Sandy Hook] shooting change your mind about any of these issues? 

Lana: The first thing that came t… https://t.co/IuwaJYURCD",4,@CBSNews
604,-0.296,Fri Dec 15 01:41:19 +0000 2017,0.905,0.095,0.0,"""For a school, that is probably the No. 1 topic right now, is to arm our staff and teachers,"" Lana, an NRA instruct… https://t.co/YxhjouzPOB",5,@CBSNews
605,-0.4767,Fri Dec 15 01:37:35 +0000 2017,0.871,0.129,0.0,"""I think that word control is the wrong word to use. When you start talking about controlling that and taking that… https://t.co/f9LvsiE6HM",6,@CBSNews
606,0.0,Fri Dec 15 01:29:10 +0000 2017,1.0,0.0,0.0,Reporter: Do you think lawmakers have done enough and have done anything realistic after Sandy hook and Vegas... an… https://t.co/ETOSzASPh7,7,@CBSNews
607,0.3182,Fri Dec 15 01:23:31 +0000 2017,0.892,0.0,0.108,The president's idea of combating mass shooters by arming more people is actually supported by almost 30 percent of… https://t.co/ijtZu5sOrd,8,@CBSNews
608,-0.1111,Fri Dec 15 01:22:26 +0000 2017,0.933,0.067,0.0,Reporter: Why is this issue of [gun control] so hard to address? You have different opinions about guns but you're… https://t.co/OyidJ0d2NU,9,@CBSNews
609,0.0,Fri Dec 15 01:18:27 +0000 2017,1.0,0.0,0.0,"This week is the five-year anniversary of Sandy Hook. Do you remember where you were? Jessica and Daniel, both pare… https://t.co/T8Kz5EquY3",10,@CBSNews
610,0.0,Fri Dec 15 01:14:00 +0000 2017,1.0,0.0,0.0,"""If we were to train people to have a mentality similar to being on an airplane, if someone comes into a room with… https://t.co/xUg77u1H8D",11,@CBSNews
611,0.0,Fri Dec 15 01:00:02 +0000 2017,1.0,0.0,0.0,"WATCH NOW: On the anniversary of the Sandy Hook massacre, CBSN examines the aftermath of one of the nation’s deadli… https://t.co/4Fm1qow67z",12,@CBSNews
612,0.0,Fri Dec 15 00:46:00 +0000 2017,1.0,0.0,0.0,"""They had their entire lives ahead of them -- birthdays, graduations, weddings, kids of their own."" 

Five years ag… https://t.co/6ynn3LXV0v",13,@CBSNews
613,0.0,Fri Dec 15 00:30:01 +0000 2017,1.0,0.0,0.0,Republicans say the hardest part is behind them now that they have crafted a compromise between the House and Senat… https://t.co/bWD6mlxL78,14,@CBSNews
614,-0.3818,Fri Dec 15 00:19:32 +0000 2017,0.467,0.304,0.229,"After Sandy Hook, two fathers touched by gun violence share special connection https://t.co/wfjpVcaudn https://t.co/Fn4hiPaV7j",15,@CBSNews
615,-0.5994,Thu Dec 14 23:58:55 +0000 2017,0.837,0.163,0.0,"@CBSNews In Newtown, Conn., today, 20 1st graders and 6 adults were shot to death at Sandy Hook Elementary School 5… https://t.co/Pjm8ik7O3q",16,@CBSNews
616,0.0,Thu Dec 14 23:54:18 +0000 2017,1.0,0.0,0.0,@CBSNews In recent weeks we've heard largely from women about the #MeToo movement. @alexwagner talks to men who are… https://t.co/og6O3Klxxi,17,@CBSNews
617,0.0,Thu Dec 14 23:49:58 +0000 2017,1.0,0.0,0.0,@CBSNews Russian President Vladimir Putin held a record-breaking four-hour and 20-minute news conference today. Dur… https://t.co/JIVDyJPHiM,18,@CBSNews
618,-0.5106,Thu Dec 14 23:46:29 +0000 2017,0.633,0.258,0.109,@CBSNews American's UN Ambassador Nikki Haley accused Iran today of violating Security Council resolutions by armin… https://t.co/Eg0okrVLgV,19,@CBSNews
619,0.0,Thu Dec 14 23:44:04 +0000 2017,1.0,0.0,0.0,@CBSNews The FCC voted to roll back Obama-era regulations on the companies that provide internet service. The commi… https://t.co/IWt3PvdOkR,20,@CBSNews
620,0.0,Thu Dec 14 23:39:29 +0000 2017,1.0,0.0,0.0,"@CBSNews @nancycordes on Senator McCain's hospitalization at Walter Reed Medical Center: ""There are a lot of aides… https://t.co/tP3cqCNUDF",21,@CBSNews
621,0.3182,Thu Dec 14 23:34:01 +0000 2017,0.858,0.0,0.142,"House and Senate leaders reached an agreement on a tax reform deal that will likely be voted on next week, but toda… https://t.co/I7GKsW0BWA",22,@CBSNews
622,0.0,Thu Dec 14 23:15:01 +0000 2017,1.0,0.0,0.0,"Meghan Markle will be joining Britain's royal family for Christmas, which is reportedly a first for a royal fiancée… https://t.co/9XNTsx7gng",23,@CBSNews
623,-0.5574,Thu Dec 14 23:00:03 +0000 2017,0.825,0.175,0.0,Firefighter died while working a colossal wildfire burning in coastal mountains northwest of Los Angeles that has b… https://t.co/BRwZWe1z1t,24,@CBSNews
624,-0.3182,Thu Dec 14 22:50:01 +0000 2017,0.887,0.113,0.0,JUST IN: CBS News has learned that the NYPD has opened a preliminary investigation into accusations of sexual misco… https://t.co/ifGbX97smy,25,@CBSNews
625,-0.8591,Thu Dec 14 22:45:01 +0000 2017,0.642,0.358,0.0,"Iowa jury has found a woman guilty of starving her 16-year-old daughter to death, reports CBS affiliate KCCI. The t… https://t.co/Xx1UUw0lBa",26,@CBSNews
626,0.0,Thu Dec 14 22:33:01 +0000 2017,1.0,0.0,0.0,"Mimi O'Donnell, partner of Philip Seymour Hoffman for 15 years and mother of his three children, opened up about he… https://t.co/zZrYH2Kz5c",27,@CBSNews
627,-0.6486,Thu Dec 14 22:15:01 +0000 2017,0.751,0.249,0.0,Prosecutors have charged two men in the 2015 fatal shooting of New York City rapper Chinx https://t.co/TxCncEHiAT https://t.co/7k1leJQ8wH,28,@CBSNews
628,0.0,Thu Dec 14 22:00:02 +0000 2017,1.0,0.0,0.0,"Police in Southern California raided a weed ""fortress,"" seizing 35,000 marijuana plants and shutting down an operat… https://t.co/dK0uVgBYEI",29,@CBSNews
629,0.0,Thu Dec 14 21:40:01 +0000 2017,1.0,0.0,0.0,"While fewer American teens are lighting up cigarettes, more of them are vaping instead, a new report shows… https://t.co/jYhD7zrZZw",30,@CBSNews
630,-0.4357,Thu Dec 14 21:20:51 +0000 2017,0.88,0.12,0.0,"""As we come to the end of this difficult year...nothing can remove the memory of that night"": Six months after deva… https://t.co/lvglwwv0za",31,@CBSNews
631,-0.2263,Thu Dec 14 21:05:01 +0000 2017,0.726,0.162,0.112,"Scientists using advanced ""neural network"" machine-learning software to sift through thousands of weak, previously… https://t.co/SqVplIxU2i",32,@CBSNews
632,0.0,Thu Dec 14 20:50:31 +0000 2017,1.0,0.0,0.0,"In the wake of Sandy Hook, people across the U.S. echoed the words: “Never again.” But in the 5 years since, mass s… https://t.co/JZdKJlZ9dW",33,@CBSNews
633,0.0,Thu Dec 14 20:45:01 +0000 2017,1.0,0.0,0.0,"The FCC's two Republican commissioners, joined by FCC Chairman Ajit Pai, voted to eliminate the ""net neutrality"" ru… https://t.co/z4sCwwpBZm",34,@CBSNews
634,0.0,Thu Dec 14 20:30:32 +0000 2017,1.0,0.0,0.0,Rumors swirled in Washington D.C. on Thursday that Speaker of the House Paul Ryan was planning on retiring after th… https://t.co/MUNpawv1OW,35,@CBSNews
635,0.1531,Thu Dec 14 20:15:01 +0000 2017,0.914,0.0,0.086,"American warplanes intercepted two Russian fighter jets that flew into coalition airspace in Syria, the Pentagon sa… https://t.co/FYA9ATsqdx",36,@CBSNews
636,0.0,Thu Dec 14 20:00:02 +0000 2017,1.0,0.0,0.0,House Speaker Paul Ryan says he's not leaving Congress anytime soon after reports surface speculating he may leave… https://t.co/2ArzPef0CN,37,@CBSNews
637,-0.296,Thu Dec 14 19:54:13 +0000 2017,0.891,0.109,0.0,"Pres. Trump symbolically cuts red tape at White House event, wants government to get rid of ""unecessary regulation.… https://t.co/kQDOrs6s3b",38,@CBSNews
638,0.3612,Thu Dec 14 19:48:35 +0000 2017,0.865,0.0,0.135,"""I like Omarosa."" President Trump says while answering a reporter's question on former WH official Omarosa Manigaul… https://t.co/g7m10qQY0I",39,@CBSNews
639,0.0,Thu Dec 14 19:48:15 +0000 2017,1.0,0.0,0.0,"White House staff show flow chart illustrating regulatory actions, which the president says ""really explains the di… https://t.co/vWYm4gOTbO",40,@CBSNews
640,-0.2263,Thu Dec 14 19:41:44 +0000 2017,0.924,0.076,0.0,"Trump: We blew the target out of the water within our first 11 months. We have canceled or delayed over 1,500 and -… https://t.co/4MpGaWrt5T",41,@CBSNews
641,-0.4215,Thu Dec 14 19:37:51 +0000 2017,0.739,0.17,0.091,"""We are lifting restrictions on American energy and we have ended the war on coal,"" Pres. Trump says.… https://t.co/RLZoFCmA3k",42,@CBSNews
642,0.0,Thu Dec 14 19:34:36 +0000 2017,1.0,0.0,0.0,WATCH NOW: Pres. Trump gives remarks on deregulation efforts https://t.co/K7bL2Wtf7M https://t.co/ZXIRpQbdsy,43,@CBSNews
643,-0.4404,Thu Dec 14 19:27:09 +0000 2017,0.769,0.181,0.05,".@PressSec on preventing U.S. attacks: “If you could name a single thing that would have prevented both of these, I… https://t.co/SkmZfgYDLl",44,@CBSNews
644,-0.0258,Thu Dec 14 19:22:42 +0000 2017,0.945,0.055,0.0,".@PressSec on preventing mass shootings: ""Whether or not there is a regulation that could be put in place that coul… https://t.co/CN0HztVqRK",45,@CBSNews
645,0.3612,Thu Dec 14 19:16:25 +0000 2017,0.857,0.0,0.143,".@PressSec on #NetNeutrality decision: ""The Trump administration supports the FCC's effort to roll back burdensome… https://t.co/vJR3qNzOA1",46,@CBSNews
646,0.4404,Thu Dec 14 19:14:40 +0000 2017,0.847,0.0,0.153,".@PressSec on Omarosa Manigault Newman's ""Good Morning America"" interview: ""We put out a statement yesterday and I… https://t.co/YVfwANVu7o",47,@CBSNews
647,0.3612,Thu Dec 14 19:11:29 +0000 2017,0.878,0.0,0.122,"House Speaker Paul Ryan ""assured the president those were not accurate reports,"" @PressSec says of reports that Rya… https://t.co/MecTEJ3KQW",48,@CBSNews
648,0.4215,Thu Dec 14 19:09:07 +0000 2017,0.877,0.0,0.123,"President Trump ""likes Doug Jones and looks forward to meeting him in person,"" @PressSec says when asked if Roy Moo… https://t.co/r4hyn25MSF",49,@CBSNews
649,0.5256,Thu Dec 14 19:06:44 +0000 2017,0.866,0.0,0.134,"""We're really proud of the work we have done already up until this point with Sen. Rubio. We are already doubling t… https://t.co/tmRLTcKw0A",50,@CBSNews
650,0.0,Thu Dec 14 19:01:42 +0000 2017,1.0,0.0,0.0,WATCH LIVE: White House holds daily press briefing as final vote on the GOP's tax bill nears https://t.co/TivFofWjWB https://t.co/CCpiDNUEIT,51,@CBSNews
651,0.0,Thu Dec 14 18:45:01 +0000 2017,1.0,0.0,0.0,U.N. ambassador Nikki Haley reveals new evidence to back claim that Iran armed Houthi rebels:… https://t.co/yUxJ6yXBCS,52,@CBSNews
652,0.0,Thu Dec 14 18:25:32 +0000 2017,1.0,0.0,0.0,The FCC voted to repeal Obama-era #NetNeutrality rules that regulate equal internet access in a 3-2 vote on Thursda… https://t.co/cgsEEgEd8y,53,@CBSNews
653,0.0,Thu Dec 14 18:17:42 +0000 2017,1.0,0.0,0.0,JUST IN: The FCC votes to repeal Obama-era #NetNeutrality rules that regulate equal access to the internet in 3-2 v… https://t.co/2cMgwWLP2D,54,@CBSNews
654,0.431,Thu Dec 14 18:11:30 +0000 2017,0.881,0.0,0.119,"Rolling back #NetNeutrality "" is not going to destroy the internet. It is not going to end the internet as we know… https://t.co/KTiTE2vIgu",55,@CBSNews
655,-0.4939,Thu Dec 14 18:09:10 +0000 2017,0.878,0.122,0.0,"""The only future to fear is the one we never discover because we gave up on the approach that already has brought u… https://t.co/raIfcPXELJ",56,@CBSNews
656,0.4215,Thu Dec 14 18:06:15 +0000 2017,0.808,0.0,0.192,FCC Chairman Ajit Pai resumes speaking ahead of #NetNeutrality vote after meeting was cleared for security concerns… https://t.co/GICTmxSDfe,57,@CBSNews
657,0.34,Thu Dec 14 17:57:57 +0000 2017,0.87,0.0,0.13,WATCH: Security officers and dogs search room where FCC meeting on net neutrality was taking place… https://t.co/hqO444G2P7,58,@CBSNews
658,0.34,Thu Dec 14 17:52:38 +0000 2017,0.854,0.0,0.146,NEW: FCC meeting on net neutrality takes abrupt recess due to security concerns https://t.co/Vxi2egdIqZ https://t.co/sEIW14RmGy,59,@CBSNews
659,-0.449,Thu Dec 14 17:48:39 +0000 2017,0.579,0.264,0.157,"Net neutrality ""was a mistake. For one thing, there was no problem to solve. The internet wasn't broken in 2015,"" F… https://t.co/Np6tDxC9EP",60,@CBSNews
660,0.8779,Thu Dec 14 17:44:43 +0000 2017,0.627,0.0,0.373,"""The internet is the greatest free market innovation in history,"" FCC Chairman Ajit Pai says. ""It's changed the way… https://t.co/AcdrFyWfQJ",61,@CBSNews
661,0.0,Thu Dec 14 17:39:01 +0000 2017,1.0,0.0,0.0,"GOP Rep. Blake Farenthold will not seek re-election next year, two Republicans tell the Associated Press; lawmaker… https://t.co/joJ9viWxSy",62,@CBSNews
662,0.0,Thu Dec 14 17:35:48 +0000 2017,1.0,0.0,0.0,"""Net neutrality is internet freedom,"" FCC Commissioner Jessica Rosenworcel says. ""The future of the internet is the… https://t.co/v6cByVXiZx",63,@CBSNews
663,-0.765,Thu Dec 14 17:28:23 +0000 2017,0.72,0.28,0.0,"""The apocalyptic rhetoric is quite something, even by Washington standards. No, the FCC is not ending the internet,… https://t.co/pXF7eH3DeA",64,@CBSNews
664,0.0,Thu Dec 14 17:17:30 +0000 2017,1.0,0.0,0.0,"""The internet has functioned without net neutrality rules far longer than with them,"" FCC Commissioner Michael O'Ri… https://t.co/nK8OUfiGTN",65,@CBSNews
665,0.3818,Thu Dec 14 17:15:31 +0000 2017,0.874,0.0,0.126,"""In the end, I'm simply not persuaded that heavy-handed rules are needed to protect against hypothetical harms,"" FC… https://t.co/hYIY70rFBk",66,@CBSNews
666,-0.4404,Thu Dec 14 17:12:52 +0000 2017,0.701,0.203,0.096,"""What saddens me the most today is that the agency that is supposed to protect you is actually abandoning you. But… https://t.co/Ew648TV4FU",67,@CBSNews
667,-0.4588,Thu Dec 14 17:05:54 +0000 2017,0.87,0.13,0.0,"""When when the current protections are abandoned and the rules that have been officially in place since 2015 are re… https://t.co/3WpiUNFHut",68,@CBSNews
668,0.0,Thu Dec 14 17:01:33 +0000 2017,1.0,0.0,0.0,COMING UP: The FCC is expected to repeal its net neutrality rules -- which could mean a sweeping act of deregulatio… https://t.co/LBSP6OJweu,69,@CBSNews
669,0.0,Thu Dec 14 17:01:31 +0000 2017,1.0,0.0,0.0,"""What is striking, and in keeping with the new norm, is that despite the millions of comments, letters and calls re… https://t.co/geaB7aGrX5",70,@CBSNews
670,-0.4404,Thu Dec 14 16:58:26 +0000 2017,0.868,0.132,0.0,"""Today, the FCC majority is about to officially abandon that pledge and millions are watching and taking note,"" FCC… https://t.co/i4kM8lMAvI",71,@CBSNews
671,0.4588,Thu Dec 14 16:53:22 +0000 2017,0.864,0.0,0.136,"SOON: A vote to change an Obama-era rule could affect how you use your favorite websites. A debate on ""net neutrali… https://t.co/UTTCrAne2h",72,@CBSNews
672,0.2235,Thu Dec 14 16:46:08 +0000 2017,0.918,0.0,0.082,"""The results are going to be what sells this bill, not the confusion before it passes,"" House Speaker Paul Ryan say… https://t.co/Yf8YiaO9a7",73,@CBSNews
673,0.0,Thu Dec 14 16:39:20 +0000 2017,1.0,0.0,0.0,"""I think [Rep. Blake Farenthold] is making the right decision to retire,"" House Speaker Paul Ryan says… https://t.co/wpbPrkdVoH",74,@CBSNews
674,0.1027,Thu Dec 14 16:36:19 +0000 2017,0.928,0.0,0.072,"WATCH LIVE: House Speaker Paul Ryan holds a new conference, one day after GOP leaders reached a tax bill compromise… https://t.co/6eN97DLHSY",75,@CBSNews
675,-0.296,Thu Dec 14 16:29:01 +0000 2017,0.891,0.109,0.0,"Filmmaker Morgan Spurlock confesses to sexual misconduct, saying that he is ""part of the problem,"" though no women… https://t.co/crFbZyNpqU",76,@CBSNews
676,-0.4215,Thu Dec 14 16:10:01 +0000 2017,0.882,0.118,0.0,"Former Vice President Joe Biden is expressing regret over how he handled Anita Hill's 1991 hearing: ""I owe her an a… https://t.co/J5zpkL8s8x",77,@CBSNews
677,0.0,Thu Dec 14 15:50:01 +0000 2017,1.0,0.0,0.0,"As the federal government prepares to unravel sweeping net-neutrality rules, advocates of the regulations are braci… https://t.co/QQ3bLijklb",78,@CBSNews
678,0.0,Thu Dec 14 15:45:02 +0000 2017,1.0,0.0,0.0,"An 8-year-old boy may have endured more than a dozen pointless surgeries, after police believe his mother faked mul… https://t.co/33I5uWBVtJ",79,@CBSNews
679,-0.1548,Thu Dec 14 15:30:01 +0000 2017,0.932,0.068,0.0,Vice President Pence's trip to the Middle East next week is slightly delayed so he can work on the GOP tax overhaul… https://t.co/01ZZvO5D1G,80,@CBSNews
680,-0.5106,Thu Dec 14 15:15:01 +0000 2017,0.829,0.171,0.0,The UN  plans to examine North Korean claims that South Korea abducted 12 North Korean women:… https://t.co/pHIjPaCcLb,81,@CBSNews
681,-0.4767,Thu Dec 14 14:45:01 +0000 2017,0.718,0.199,0.083,"The SEC is cranking up its crackdown on bitcoin abuses, legal experts say: https://t.co/Tl1kY5gpNQ https://t.co/Zm6I8Zbhra",82,@CBSNews
682,-0.7184,Thu Dec 14 14:30:01 +0000 2017,0.75,0.25,0.0,Omarosa Manigault Newman is denying reports that she was forcibly escorted from the White House after being fired b… https://t.co/8ZQxPJ7ScV,83,@CBSNews
683,0.0,Thu Dec 14 14:15:32 +0000 2017,1.0,0.0,0.0,George Clooney is #friendshipgoals -- he apparently gave 14 of his closest pals $1 million each. https://t.co/jUfMjcqRj6,84,@CBSNews
684,0.1779,Thu Dec 14 14:00:02 +0000 2017,0.898,0.0,0.102,Digital assistants from Amazon and Google are listening – possibly even when you think they aren't… https://t.co/W56Hg6j5eC,85,@CBSNews
685,0.4019,Thu Dec 14 13:50:34 +0000 2017,0.838,0.0,0.162,"For the @CBSThisMorning series #AMorePerfectUnion, special correspondent James Brown introduces us to an unassuming… https://t.co/TzjSghrlak",86,@CBSNews
686,0.0,Thu Dec 14 13:43:31 +0000 2017,1.0,0.0,0.0,AHEAD on @CBSThisMorning’s #AMorePerfectUnion: A simple act put the spotlight on an unassuming NFL star https://t.co/hMVcjwpfHf,87,@CBSNews
687,0.6597,Thu Dec 14 13:40:01 +0000 2017,0.787,0.0,0.213,House and Senate Republicans are ready to end the year with what the GOP is portraying as a big gift for President… https://t.co/BCG3FAcqjb,88,@CBSNews
688,0.0258,Thu Dec 14 13:39:35 +0000 2017,0.725,0.135,0.14,A group of five accomplished men recently took up the epidemic of sexual intimidation in a conversation with… https://t.co/wfR61jRvc5,89,@CBSNews
689,0.6369,Thu Dec 14 13:38:50 +0000 2017,0.833,0.0,0.167,The incredible moment an elated 16-year-old found out he got into Harvard was caught on camera -- and then his brot… https://t.co/SFMqeFvGq7,90,@CBSNews
690,0.0,Thu Dec 14 13:23:30 +0000 2017,1.0,0.0,0.0,Here’s a look at some of this morning’s headlines on @CBSThisMorning: https://t.co/XCrzEPfs8z,91,@CBSNews
691,0.296,Thu Dec 14 13:20:30 +0000 2017,0.905,0.0,0.095,Disney is buying a large portion of 21st Century Fox -- including its shares of Hulu -- in a $52 billion deal that… https://t.co/2HZSsxKdOG,92,@CBSNews
692,0.0,Thu Dec 14 13:13:28 +0000 2017,1.0,0.0,0.0,"In @CBSThisMorning’s ""Morning Rounds,"" a study out today highlights the impact of sleep on our memory. Matthew Walk… https://t.co/JxPIuWjwX6",93,@CBSNews
693,0.4588,Thu Dec 14 13:05:34 +0000 2017,0.857,0.0,0.143,A vote is scheduled in Washington on a government rule change that could affect how you use your favorite website.… https://t.co/htiG967Tvy,94,@CBSNews
694,-0.25,Thu Dec 14 13:05:00 +0000 2017,0.833,0.106,0.06,Republicans are speeding ahead with their tax plan to get it passed before Christmas. Democrats want to delay a vot… https://t.co/3BmAJonFOI,95,@CBSNews
695,-0.802,Thu Dec 14 13:00:20 +0000 2017,0.612,0.316,0.071,RT @CBSThisMorning: Music mogul Russell Simmons is strongly denying new accusations that he raped three women decades ago. At least 12 wome…,96,@CBSNews
696,-0.34,Thu Dec 14 13:00:01 +0000 2017,0.888,0.112,0.0,"CBS News/YouGov poll: 5 years after the Sandy Hook massacre, gun ownership remains as divisive a topic as ever in A… https://t.co/il8R4AYj9V",97,@CBSNews
697,0.0,Thu Dec 14 12:48:33 +0000 2017,1.0,0.0,0.0,AHEAD on @CBSThisMorning: A new study shows how changes in the brain as we age can disrupt sleep patterns and affec… https://t.co/jabSQnFJCa,98,@CBSNews
698,0.1779,Thu Dec 14 12:48:14 +0000 2017,0.909,0.0,0.091,Digital assistants by Amazon and Google are listening – possibly even when you think they aren't. A consumer watchd… https://t.co/Hos3setQ2s,99,@CBSNews
699,0.4215,Thu Dec 14 12:42:53 +0000 2017,0.865,0.0,0.135,COMING UP on @CBSThisMorning: With the #MeToo movement inspiring more women to raise their voices against sexual ab… https://t.co/88BQpiOlK4,100,@CBSNews
